County,Month,Year,Deaths,AgeGroup
Hennepin,1,2007,11,1
Hennepin,5,2007,11,1
Hennepin,6,2007,11,1
Hennepin,7,2007,11,1
Hennepin,10,2007,13,1
Hennepin,11,2007,12,1
Ramsey,1,2007,11,1
Hennepin,1,2007,10,15-24
Hennepin,5,2007,11,15-24
Hennepin,10,2007,11,15-24
Hennepin,2,2007,10,25-34
Hennepin,5,2007,13,25-34
Hennepin,8,2007,10,25-34
Hennepin,9,2007,15,25-34
Ramsey,5,2007,11,25-34
Hennepin,1,2007,16,35-44
Hennepin,2,2007,15,35-44
Hennepin,3,2007,24,35-44
Hennepin,4,2007,24,35-44
Hennepin,5,2007,17,35-44
Hennepin,6,2007,17,35-44
Hennepin,7,2007,20,35-44
Hennepin,8,2007,23,35-44
Hennepin,9,2007,18,35-44
Hennepin,10,2007,18,35-44
Hennepin,11,2007,12,35-44
Hennepin,12,2007,16,35-44
Ramsey,8,2007,12,35-44
Ramsey,10,2007,10,35-44
Ramsey,12,2007,11,35-44
Anoka,1,2007,10,45-54
Anoka,3,2007,16,45-54
Anoka,4,2007,17,45-54
Anoka,5,2007,12,45-54
Anoka,10,2007,12,45-54
Anoka,11,2007,10,45-54
Anoka,12,2007,14,45-54
Dakota,1,2007,12,45-54
Dakota,2,2007,12,45-54
Dakota,3,2007,12,45-54
Dakota,4,2007,10,45-54
Dakota,5,2007,11,45-54
Dakota,6,2007,12,45-54
Dakota,8,2007,14,45-54
Dakota,9,2007,11,45-54
Dakota,10,2007,11,45-54
Dakota,11,2007,15,45-54
Dakota,12,2007,12,45-54
Hennepin,1,2007,52,45-54
Hennepin,2,2007,41,45-54
Hennepin,3,2007,43,45-54
Hennepin,4,2007,46,45-54
Hennepin,5,2007,34,45-54
Hennepin,6,2007,38,45-54
Hennepin,7,2007,36,45-54
Hennepin,8,2007,41,45-54
Hennepin,9,2007,38,45-54
Hennepin,10,2007,56,45-54
Hennepin,11,2007,42,45-54
Hennepin,12,2007,35,45-54
Olmsted,8,2007,10,45-54
Olmsted,9,2007,10,45-54
Ramsey,1,2007,22,45-54
Ramsey,2,2007,21,45-54
Ramsey,3,2007,25,45-54
Ramsey,4,2007,17,45-54
Ramsey,5,2007,16,45-54
Ramsey,6,2007,19,45-54
Ramsey,7,2007,18,45-54
Ramsey,8,2007,29,45-54
Ramsey,9,2007,20,45-54
Ramsey,10,2007,15,45-54
Ramsey,11,2007,20,45-54
Ramsey,12,2007,13,45-54
St. Louis,1,2007,11,45-54
St. Louis,2,2007,13,45-54
St. Louis,3,2007,15,45-54
St. Louis,4,2007,15,45-54
St. Louis,6,2007,13,45-54
St. Louis,7,2007,11,45-54
St. Louis,8,2007,12,45-54
St. Louis,9,2007,10,45-54
St. Louis,11,2007,16,45-54
St. Louis,12,2007,10,45-54
Washington,8,2007,11,45-54
Washington,9,2007,11,45-54
Washington,12,2007,10,45-54
Anoka,1,2007,17,55-64
Anoka,2,2007,22,55-64
Anoka,3,2007,17,55-64
Anoka,4,2007,13,55-64
Anoka,5,2007,13,55-64
Anoka,6,2007,14,55-64
Anoka,7,2007,12,55-64
Anoka,8,2007,17,55-64
Anoka,10,2007,21,55-64
Anoka,11,2007,23,55-64
Anoka,12,2007,11,55-64
Dakota,1,2007,15,55-64
Dakota,2,2007,16,55-64
Dakota,3,2007,27,55-64
Dakota,4,2007,23,55-64
Dakota,5,2007,31,55-64
Dakota,6,2007,20,55-64
Dakota,7,2007,18,55-64
Dakota,8,2007,21,55-64
Dakota,9,2007,16,55-64
Dakota,10,2007,20,55-64
Dakota,11,2007,23,55-64
Dakota,12,2007,20,55-64
Hennepin,1,2007,83,55-64
Hennepin,2,2007,59,55-64
Hennepin,3,2007,70,55-64
Hennepin,4,2007,58,55-64
Hennepin,5,2007,61,55-64
Hennepin,6,2007,50,55-64
Hennepin,7,2007,70,55-64
Hennepin,8,2007,68,55-64
Hennepin,9,2007,62,55-64
Hennepin,10,2007,73,55-64
Hennepin,11,2007,69,55-64
Hennepin,12,2007,88,55-64
Itasca,8,2007,10,55-64
Olmsted,7,2007,10,55-64
Ramsey,1,2007,40,55-64
Ramsey,2,2007,32,55-64
Ramsey,3,2007,32,55-64
Ramsey,4,2007,35,55-64
Ramsey,5,2007,30,55-64
Ramsey,6,2007,30,55-64
Ramsey,7,2007,28,55-64
Ramsey,8,2007,32,55-64
Ramsey,9,2007,31,55-64
Ramsey,10,2007,38,55-64
Ramsey,11,2007,30,55-64
Ramsey,12,2007,38,55-64
St. Louis,1,2007,23,55-64
St. Louis,2,2007,15,55-64
St. Louis,3,2007,15,55-64
St. Louis,4,2007,20,55-64
St. Louis,5,2007,11,55-64
St. Louis,6,2007,19,55-64
St. Louis,7,2007,18,55-64
St. Louis,8,2007,18,55-64
St. Louis,9,2007,16,55-64
St. Louis,10,2007,24,55-64
St. Louis,11,2007,20,55-64
St. Louis,12,2007,16,55-64
Stearns,9,2007,11,55-64
Washington,1,2007,19,55-64
Washington,3,2007,11,55-64
Washington,4,2007,12,55-64
Washington,7,2007,11,55-64
Washington,8,2007,14,55-64
Washington,9,2007,11,55-64
Washington,10,2007,16,55-64
Washington,11,2007,11,55-64
Washington,12,2007,13,55-64
Anoka,1,2007,23,65-74
Anoka,2,2007,18,65-74
Anoka,3,2007,19,65-74
Anoka,4,2007,22,65-74
Anoka,5,2007,21,65-74
Anoka,6,2007,31,65-74
Anoka,7,2007,23,65-74
Anoka,8,2007,17,65-74
Anoka,9,2007,23,65-74
Anoka,10,2007,21,65-74
Anoka,11,2007,26,65-74
Anoka,12,2007,19,65-74
Beltrami,3,2007,10,65-74
Cass,10,2007,10,65-74
Crow Wing,3,2007,14,65-74
Crow Wing,6,2007,10,65-74
Crow Wing,7,2007,10,65-74
Crow Wing,8,2007,16,65-74
Dakota,1,2007,30,65-74
Dakota,2,2007,26,65-74
Dakota,3,2007,30,65-74
Dakota,4,2007,26,65-74
Dakota,5,2007,25,65-74
Dakota,6,2007,23,65-74
Dakota,7,2007,25,65-74
Dakota,8,2007,23,65-74
Dakota,9,2007,17,65-74
Dakota,10,2007,16,65-74
Dakota,11,2007,24,65-74
Dakota,12,2007,30,65-74
Freeborn,3,2007,10,65-74
Hennepin,1,2007,89,65-74
Hennepin,2,2007,79,65-74
Hennepin,3,2007,91,65-74
Hennepin,4,2007,74,65-74
Hennepin,5,2007,79,65-74
Hennepin,6,2007,68,65-74
Hennepin,7,2007,69,65-74
Hennepin,8,2007,83,65-74
Hennepin,9,2007,74,65-74
Hennepin,10,2007,91,65-74
Hennepin,11,2007,78,65-74
Hennepin,12,2007,98,65-74
Olmsted,1,2007,16,65-74
Olmsted,2,2007,12,65-74
Olmsted,3,2007,15,65-74
Otter Tail,1,2007,10,65-74
Otter Tail,3,2007,10,65-74
Otter Tail,5,2007,10,65-74
Otter Tail,12,2007,10,65-74
Ramsey,1,2007,35,65-74
Ramsey,2,2007,46,65-74
Ramsey,3,2007,38,65-74
Ramsey,4,2007,54,65-74
Ramsey,5,2007,35,65-74
Ramsey,6,2007,34,65-74
Ramsey,7,2007,33,65-74
Ramsey,8,2007,37,65-74
Ramsey,9,2007,41,65-74
Ramsey,10,2007,54,65-74
Ramsey,11,2007,39,65-74
Ramsey,12,2007,47,65-74
St. Louis,1,2007,17,65-74
St. Louis,2,2007,29,65-74
St. Louis,3,2007,29,65-74
St. Louis,4,2007,17,65-74
St. Louis,5,2007,15,65-74
St. Louis,6,2007,23,65-74
St. Louis,7,2007,24,65-74
St. Louis,8,2007,22,65-74
St. Louis,9,2007,29,65-74
St. Louis,10,2007,21,65-74
St. Louis,11,2007,25,65-74
St. Louis,12,2007,20,65-74
Scott,2,2007,10,65-74
Scott,6,2007,10,65-74
Sherburne,6,2007,11,65-74
Stearns,3,2007,13,65-74
Stearns,4,2007,10,65-74
Stearns,5,2007,10,65-74
Stearns,6,2007,12,65-74
Stearns,11,2007,10,65-74
Stearns,12,2007,14,65-74
Washington,1,2007,16,65-74
Washington,2,2007,10,65-74
Washington,3,2007,19,65-74
Washington,4,2007,16,65-74
Washington,5,2007,11,65-74
Washington,6,2007,21,65-74
Washington,8,2007,19,65-74
Washington,9,2007,21,65-74
Washington,10,2007,15,65-74
Washington,11,2007,17,65-74
Washington,12,2007,18,65-74
Wright,3,2007,11,65-74
Wright,7,2007,10,65-74
Wright,8,2007,11,65-74
Wright,10,2007,10,65-74
Wright,12,2007,14,65-74
Aitkin,2,2007,11,75-84
Anoka,1,2007,49,75-84
Anoka,2,2007,36,75-84
Anoka,3,2007,33,75-84
Anoka,4,2007,26,75-84
Anoka,5,2007,34,75-84
Anoka,6,2007,24,75-84
Anoka,7,2007,34,75-84
Anoka,8,2007,23,75-84
Anoka,9,2007,26,75-84
Anoka,10,2007,24,75-84
Anoka,11,2007,39,75-84
Anoka,12,2007,33,75-84
Becker,6,2007,10,75-84
Beltrami,2,2007,11,75-84
Beltrami,4,2007,12,75-84
Beltrami,8,2007,15,75-84
Benton,1,2007,10,75-84
Benton,3,2007,10,75-84
Benton,4,2007,11,75-84
Benton,11,2007,10,75-84
Blue Earth,1,2007,13,75-84
Blue Earth,3,2007,10,75-84
Blue Earth,5,2007,12,75-84
Blue Earth,6,2007,10,75-84
Blue Earth,10,2007,10,75-84
Brown,12,2007,12,75-84
Carlton,1,2007,10,75-84
Carlton,2,2007,10,75-84
Carlton,4,2007,10,75-84
Carlton,10,2007,10,75-84
Carlton,12,2007,10,75-84
Carver,3,2007,10,75-84
Carver,6,2007,10,75-84
Carver,10,2007,13,75-84
Carver,12,2007,12,75-84
Cass,3,2007,11,75-84
Cass,9,2007,12,75-84
Chisago,3,2007,10,75-84
Chisago,5,2007,12,75-84
Chisago,9,2007,11,75-84
Clay,1,2007,15,75-84
Clay,3,2007,11,75-84
Clay,4,2007,10,75-84
Clay,8,2007,13,75-84
Clay,12,2007,12,75-84
Crow Wing,1,2007,18,75-84
Crow Wing,2,2007,10,75-84
Crow Wing,3,2007,14,75-84
Crow Wing,4,2007,12,75-84
Crow Wing,6,2007,12,75-84
Crow Wing,7,2007,13,75-84
Crow Wing,8,2007,12,75-84
Crow Wing,9,2007,12,75-84
Crow Wing,10,2007,14,75-84
Crow Wing,11,2007,14,75-84
Crow Wing,12,2007,13,75-84
Dakota,1,2007,46,75-84
Dakota,2,2007,53,75-84
Dakota,3,2007,50,75-84
Dakota,4,2007,36,75-84
Dakota,5,2007,40,75-84
Dakota,6,2007,47,75-84
Dakota,7,2007,33,75-84
Dakota,8,2007,41,75-84
Dakota,9,2007,48,75-84
Dakota,10,2007,43,75-84
Dakota,11,2007,42,75-84
Dakota,12,2007,50,75-84
Douglas,3,2007,15,75-84
Douglas,5,2007,11,75-84
Freeborn,1,2007,11,75-84
Freeborn,9,2007,11,75-84
Freeborn,10,2007,11,75-84
Freeborn,11,2007,14,75-84
Goodhue,3,2007,11,75-84
Goodhue,4,2007,16,75-84
Goodhue,6,2007,11,75-84
Goodhue,7,2007,11,75-84
Goodhue,10,2007,11,75-84
Goodhue,12,2007,10,75-84
Hennepin,1,2007,188,75-84
Hennepin,2,2007,161,75-84
Hennepin,3,2007,147,75-84
Hennepin,4,2007,164,75-84
Hennepin,5,2007,168,75-84
Hennepin,6,2007,141,75-84
Hennepin,7,2007,128,75-84
Hennepin,8,2007,179,75-84
Hennepin,9,2007,161,75-84
Hennepin,10,2007,182,75-84
Hennepin,11,2007,159,75-84
Hennepin,12,2007,179,75-84
Itasca,1,2007,12,75-84
Itasca,2,2007,10,75-84
Itasca,4,2007,12,75-84
Itasca,5,2007,13,75-84
Itasca,7,2007,10,75-84
Itasca,8,2007,11,75-84
Itasca,9,2007,11,75-84
Itasca,12,2007,11,75-84
Kandiyohi,12,2007,14,75-84
Lyon,12,2007,11,75-84
Mille Lacs,1,2007,10,75-84
Morrison,2,2007,13,75-84
Morrison,8,2007,11,75-84
Morrison,10,2007,14,75-84
Mower,1,2007,12,75-84
Mower,3,2007,16,75-84
Mower,5,2007,12,75-84
Mower,9,2007,11,75-84
Mower,12,2007,13,75-84
Nicollet,1,2007,10,75-84
Olmsted,1,2007,20,75-84
Olmsted,2,2007,14,75-84
Olmsted,3,2007,21,75-84
Olmsted,4,2007,17,75-84
Olmsted,5,2007,13,75-84
Olmsted,6,2007,15,75-84
Olmsted,7,2007,17,75-84
Olmsted,8,2007,12,75-84
Olmsted,9,2007,16,75-84
Olmsted,10,2007,20,75-84
Olmsted,11,2007,16,75-84
Olmsted,12,2007,20,75-84
Otter Tail,1,2007,16,75-84
Otter Tail,3,2007,15,75-84
Otter Tail,5,2007,13,75-84
Otter Tail,6,2007,14,75-84
Otter Tail,7,2007,12,75-84
Otter Tail,8,2007,10,75-84
Otter Tail,9,2007,18,75-84
Otter Tail,10,2007,14,75-84
Otter Tail,11,2007,11,75-84
Otter Tail,12,2007,17,75-84
Polk,6,2007,11,75-84
Polk,7,2007,13,75-84
Polk,8,2007,11,75-84
Polk,11,2007,10,75-84
Ramsey,1,2007,89,75-84
Ramsey,2,2007,74,75-84
Ramsey,3,2007,86,75-84
Ramsey,4,2007,89,75-84
Ramsey,5,2007,98,75-84
Ramsey,6,2007,62,75-84
Ramsey,7,2007,78,75-84
Ramsey,8,2007,79,75-84
Ramsey,9,2007,83,75-84
Ramsey,10,2007,92,75-84
Ramsey,11,2007,103,75-84
Ramsey,12,2007,86,75-84
Rice,1,2007,14,75-84
Rice,2,2007,10,75-84
Rice,3,2007,12,75-84
Rice,9,2007,11,75-84
Rice,10,2007,10,75-84
Rice,12,2007,16,75-84
St. Louis,1,2007,44,75-84
St. Louis,2,2007,50,75-84
St. Louis,3,2007,46,75-84
St. Louis,4,2007,43,75-84
St. Louis,5,2007,44,75-84
St. Louis,6,2007,44,75-84
St. Louis,7,2007,35,75-84
St. Louis,8,2007,39,75-84
St. Louis,9,2007,47,75-84
St. Louis,10,2007,47,75-84
St. Louis,11,2007,50,75-84
St. Louis,12,2007,51,75-84
Scott,1,2007,12,75-84
Scott,2,2007,10,75-84
Scott,4,2007,13,75-84
Scott,9,2007,11,75-84
Scott,10,2007,10,75-84
Scott,11,2007,13,75-84
Scott,12,2007,10,75-84
Sherburne,1,2007,10,75-84
Sherburne,4,2007,10,75-84
Sherburne,5,2007,12,75-84
Sherburne,6,2007,12,75-84
Stearns,1,2007,19,75-84
Stearns,2,2007,26,75-84
Stearns,3,2007,29,75-84
Stearns,4,2007,21,75-84
Stearns,6,2007,20,75-84
Stearns,7,2007,11,75-84
Stearns,8,2007,11,75-84
Stearns,9,2007,17,75-84
Stearns,10,2007,15,75-84
Stearns,11,2007,15,75-84
Stearns,12,2007,20,75-84
Steele,9,2007,10,75-84
Todd,9,2007,11,75-84
Todd,12,2007,10,75-84
Wabasha,5,2007,10,75-84
Washington,1,2007,13,75-84
Washington,2,2007,21,75-84
Washington,3,2007,24,75-84
Washington,4,2007,27,75-84
Washington,5,2007,23,75-84
Washington,6,2007,20,75-84
Washington,7,2007,26,75-84
Washington,8,2007,21,75-84
Washington,9,2007,22,75-84
Washington,10,2007,34,75-84
Washington,11,2007,23,75-84
Washington,12,2007,29,75-84
Winona,1,2007,12,75-84
Winona,4,2007,12,75-84
Winona,8,2007,12,75-84
Winona,9,2007,11,75-84
Winona,11,2007,10,75-84
Winona,12,2007,16,75-84
Wright,1,2007,15,75-84
Wright,4,2007,10,75-84
Wright,5,2007,21,75-84
Wright,6,2007,11,75-84
Wright,7,2007,11,75-84
Wright,8,2007,10,75-84
Wright,9,2007,10,75-84
Wright,10,2007,15,75-84
Wright,11,2007,16,75-84
Anoka,1,2007,33,85+
Anoka,2,2007,35,85+
Anoka,3,2007,22,85+
Anoka,4,2007,22,85+
Anoka,5,2007,22,85+
Anoka,6,2007,26,85+
Anoka,7,2007,24,85+
Anoka,8,2007,27,85+
Anoka,9,2007,34,85+
Anoka,10,2007,25,85+
Anoka,11,2007,22,85+
Anoka,12,2007,31,85+
Becker,3,2007,18,85+
Becker,6,2007,10,85+
Becker,7,2007,14,85+
Becker,8,2007,11,85+
Becker,11,2007,12,85+
Becker,12,2007,13,85+
Beltrami,1,2007,10,85+
Beltrami,3,2007,14,85+
Beltrami,4,2007,10,85+
Beltrami,12,2007,12,85+
Benton,1,2007,14,85+
Benton,3,2007,14,85+
Benton,4,2007,14,85+
Benton,9,2007,12,85+
Benton,11,2007,23,85+
Benton,12,2007,11,85+
Blue Earth,1,2007,19,85+
Blue Earth,2,2007,25,85+
Blue Earth,3,2007,16,85+
Blue Earth,4,2007,17,85+
Blue Earth,6,2007,10,85+
Blue Earth,7,2007,13,85+
Blue Earth,8,2007,10,85+
Blue Earth,9,2007,11,85+
Blue Earth,10,2007,20,85+
Blue Earth,11,2007,19,85+
Blue Earth,12,2007,11,85+
Brown,1,2007,26,85+
Brown,2,2007,10,85+
Brown,3,2007,12,85+
Brown,5,2007,10,85+
Brown,6,2007,10,85+
Brown,8,2007,11,85+
Brown,9,2007,13,85+
Brown,10,2007,17,85+
Brown,11,2007,11,85+
Brown,12,2007,20,85+
Carlton,1,2007,13,85+
Carlton,2,2007,10,85+
Carlton,3,2007,11,85+
Carlton,7,2007,11,85+
Carlton,8,2007,14,85+
Carlton,12,2007,15,85+
Carver,4,2007,11,85+
Carver,5,2007,10,85+
Carver,7,2007,13,85+
Carver,8,2007,11,85+
Carver,10,2007,12,85+
Carver,11,2007,18,85+
Carver,12,2007,12,85+
Cass,7,2007,10,85+
Cass,12,2007,10,85+
Chippewa,6,2007,11,85+
Chisago,1,2007,12,85+
Chisago,9,2007,19,85+
Clay,3,2007,14,85+
Clay,6,2007,16,85+
Clay,7,2007,13,85+
Clay,8,2007,12,85+
Clay,9,2007,16,85+
Clay,10,2007,13,85+
Clay,11,2007,19,85+
Clay,12,2007,16,85+
Cottonwood,3,2007,10,85+
Crow Wing,1,2007,17,85+
Crow Wing,3,2007,15,85+
Crow Wing,4,2007,18,85+
Crow Wing,5,2007,21,85+
Crow Wing,6,2007,18,85+
Crow Wing,7,2007,14,85+
Crow Wing,8,2007,17,85+
Crow Wing,9,2007,11,85+
Crow Wing,10,2007,15,85+
Crow Wing,11,2007,14,85+
Crow Wing,12,2007,17,85+
Dakota,1,2007,49,85+
Dakota,2,2007,49,85+
Dakota,3,2007,65,85+
Dakota,4,2007,46,85+
Dakota,5,2007,47,85+
Dakota,6,2007,47,85+
Dakota,7,2007,40,85+
Dakota,8,2007,41,85+
Dakota,9,2007,40,85+
Dakota,10,2007,47,85+
Dakota,11,2007,42,85+
Dakota,12,2007,49,85+
Douglas,1,2007,17,85+
Douglas,2,2007,16,85+
Douglas,3,2007,13,85+
Douglas,4,2007,15,85+
Douglas,5,2007,12,85+
Douglas,6,2007,13,85+
Douglas,8,2007,14,85+
Douglas,9,2007,14,85+
Douglas,10,2007,18,85+
Douglas,11,2007,14,85+
Faribault,1,2007,10,85+
Fillmore,2,2007,19,85+
Fillmore,9,2007,10,85+
Fillmore,10,2007,10,85+
Fillmore,11,2007,12,85+
Freeborn,1,2007,13,85+
Freeborn,3,2007,15,85+
Freeborn,6,2007,10,85+
Freeborn,8,2007,10,85+
Freeborn,9,2007,12,85+
Freeborn,10,2007,17,85+
Freeborn,12,2007,14,85+
Goodhue,1,2007,14,85+
Goodhue,2,2007,11,85+
Goodhue,3,2007,13,85+
Goodhue,4,2007,11,85+
Goodhue,5,2007,13,85+
Goodhue,6,2007,18,85+
Goodhue,7,2007,14,85+
Goodhue,8,2007,20,85+
Goodhue,9,2007,11,85+
Goodhue,10,2007,15,85+
Goodhue,11,2007,22,85+
Goodhue,12,2007,22,85+
Hennepin,1,2007,263,85+
Hennepin,2,2007,249,85+
Hennepin,3,2007,246,85+
Hennepin,4,2007,209,85+
Hennepin,5,2007,195,85+
Hennepin,6,2007,197,85+
Hennepin,7,2007,248,85+
Hennepin,8,2007,202,85+
Hennepin,9,2007,217,85+
Hennepin,10,2007,246,85+
Hennepin,11,2007,264,85+
Hennepin,12,2007,304,85+
Isanti,2,2007,13,85+
Isanti,8,2007,10,85+
Isanti,9,2007,10,85+
Isanti,10,2007,14,85+
Isanti,12,2007,16,85+
Itasca,1,2007,18,85+
Itasca,2,2007,10,85+
Itasca,4,2007,11,85+
Itasca,5,2007,11,85+
Itasca,6,2007,19,85+
Itasca,7,2007,12,85+
Itasca,8,2007,11,85+
Itasca,9,2007,11,85+
Itasca,10,2007,15,85+
Itasca,11,2007,18,85+
Itasca,12,2007,17,85+
Kandiyohi,1,2007,15,85+
Kandiyohi,2,2007,16,85+
Kandiyohi,3,2007,13,85+
Kandiyohi,4,2007,12,85+
Kandiyohi,5,2007,13,85+
Kandiyohi,6,2007,11,85+
Kandiyohi,7,2007,12,85+
Kandiyohi,8,2007,11,85+
Kandiyohi,9,2007,10,85+
Kandiyohi,10,2007,14,85+
Kandiyohi,12,2007,13,85+
Lake,11,2007,11,85+
Le Sueur,5,2007,12,85+
Lyon,1,2007,18,85+
Lyon,2,2007,10,85+
Lyon,10,2007,11,85+
McLeod,2,2007,10,85+
McLeod,4,2007,10,85+
McLeod,5,2007,14,85+
McLeod,7,2007,16,85+
McLeod,8,2007,15,85+
McLeod,10,2007,11,85+
McLeod,12,2007,13,85+
Martin,1,2007,17,85+
Martin,2,2007,11,85+
Martin,5,2007,13,85+
Martin,8,2007,10,85+
Martin,11,2007,17,85+
Martin,12,2007,11,85+
Meeker,1,2007,10,85+
Meeker,3,2007,12,85+
Meeker,4,2007,10,85+
Mille Lacs,2,2007,12,85+
Mille Lacs,10,2007,12,85+
Morrison,1,2007,12,85+
Morrison,3,2007,17,85+
Morrison,5,2007,13,85+
Morrison,8,2007,10,85+
Morrison,12,2007,14,85+
Mower,1,2007,16,85+
Mower,2,2007,17,85+
Mower,4,2007,14,85+
Mower,5,2007,15,85+
Mower,6,2007,19,85+
Mower,7,2007,11,85+
Mower,8,2007,13,85+
Mower,9,2007,12,85+
Mower,10,2007,11,85+
Mower,11,2007,13,85+
Mower,12,2007,17,85+
Murray,10,2007,10,85+
Nicollet,5,2007,11,85+
Nicollet,10,2007,11,85+
Nobles,1,2007,12,85+
Nobles,4,2007,13,85+
Nobles,12,2007,12,85+
Olmsted,1,2007,29,85+
Olmsted,2,2007,30,85+
Olmsted,3,2007,33,85+
Olmsted,4,2007,31,85+
Olmsted,5,2007,18,85+
Olmsted,6,2007,23,85+
Olmsted,7,2007,22,85+
Olmsted,8,2007,22,85+
Olmsted,9,2007,18,85+
Olmsted,10,2007,26,85+
Olmsted,11,2007,32,85+
Olmsted,12,2007,23,85+
Otter Tail,1,2007,20,85+
Otter Tail,2,2007,26,85+
Otter Tail,3,2007,25,85+
Otter Tail,4,2007,20,85+
Otter Tail,5,2007,18,85+
Otter Tail,6,2007,24,85+
Otter Tail,7,2007,18,85+
Otter Tail,8,2007,20,85+
Otter Tail,9,2007,17,85+
Otter Tail,10,2007,15,85+
Otter Tail,11,2007,29,85+
Otter Tail,12,2007,23,85+
Pennington,3,2007,10,85+
Pine,1,2007,11,85+
Polk,2,2007,12,85+
Polk,3,2007,23,85+
Polk,5,2007,10,85+
Polk,6,2007,18,85+
Polk,7,2007,15,85+
Polk,9,2007,14,85+
Polk,10,2007,10,85+
Polk,11,2007,16,85+
Polk,12,2007,17,85+
Pope,10,2007,10,85+
Ramsey,1,2007,119,85+
Ramsey,2,2007,131,85+
Ramsey,3,2007,126,85+
Ramsey,4,2007,108,85+
Ramsey,5,2007,118,85+
Ramsey,6,2007,78,85+
Ramsey,7,2007,86,85+
Ramsey,8,2007,97,85+
Ramsey,9,2007,94,85+
Ramsey,10,2007,148,85+
Ramsey,11,2007,104,85+
Ramsey,12,2007,134,85+
Renville,1,2007,11,85+
Renville,3,2007,10,85+
Rice,1,2007,22,85+
Rice,3,2007,14,85+
Rice,4,2007,17,85+
Rice,5,2007,12,85+
Rice,6,2007,14,85+
Rice,7,2007,17,85+
Rice,9,2007,15,85+
Rice,10,2007,17,85+
Rice,11,2007,15,85+
Rice,12,2007,15,85+
St. Louis,1,2007,74,85+
St. Louis,2,2007,45,85+
St. Louis,3,2007,75,85+
St. Louis,4,2007,60,85+
St. Louis,5,2007,59,85+
St. Louis,6,2007,47,85+
St. Louis,7,2007,68,85+
St. Louis,8,2007,62,85+
St. Louis,9,2007,82,85+
St. Louis,10,2007,63,85+
St. Louis,11,2007,62,85+
St. Louis,12,2007,69,85+
Scott,1,2007,18,85+
Scott,4,2007,16,85+
Scott,5,2007,14,85+
Scott,7,2007,12,85+
Scott,9,2007,14,85+
Scott,11,2007,13,85+
Scott,12,2007,13,85+
Sherburne,1,2007,14,85+
Sherburne,3,2007,13,85+
Sherburne,5,2007,13,85+
Sherburne,6,2007,13,85+
Sherburne,7,2007,14,85+
Sherburne,9,2007,18,85+
Sherburne,10,2007,11,85+
Sherburne,11,2007,10,85+
Sherburne,12,2007,16,85+
Stearns,1,2007,17,85+
Stearns,2,2007,25,85+
Stearns,3,2007,23,85+
Stearns,4,2007,17,85+
Stearns,5,2007,22,85+
Stearns,6,2007,17,85+
Stearns,7,2007,24,85+
Stearns,8,2007,13,85+
Stearns,9,2007,18,85+
Stearns,10,2007,27,85+
Stearns,11,2007,27,85+
Stearns,12,2007,30,85+
Steele,2,2007,10,85+
Steele,3,2007,13,85+
Steele,7,2007,14,85+
Steele,9,2007,11,85+
Steele,10,2007,11,85+
Steele,12,2007,17,85+
Wadena,2,2007,10,85+
Waseca,12,2007,13,85+
Washington,1,2007,40,85+
Washington,2,2007,26,85+
Washington,3,2007,33,85+
Washington,4,2007,26,85+
Washington,5,2007,28,85+
Washington,6,2007,26,85+
Washington,7,2007,31,85+
Washington,8,2007,30,85+
Washington,9,2007,21,85+
Washington,10,2007,28,85+
Washington,11,2007,35,85+
Washington,12,2007,29,85+
Winona,1,2007,15,85+
Winona,2,2007,16,85+
Winona,3,2007,13,85+
Winona,4,2007,13,85+
Winona,6,2007,11,85+
Winona,9,2007,12,85+
Winona,11,2007,13,85+
Winona,12,2007,13,85+
Wright,1,2007,21,85+
Wright,2,2007,20,85+
Wright,3,2007,23,85+
Wright,4,2007,15,85+
Wright,5,2007,22,85+
Wright,7,2007,11,85+
Wright,8,2007,11,85+
Wright,9,2007,20,85+
Wright,10,2007,18,85+
Wright,11,2007,23,85+
Wright,12,2007,13,85+
Hennepin,2,2008,10,1
Hennepin,3,2008,14,1
Hennepin,7,2008,13,1
Hennepin,8,2008,13,1
Hennepin,11,2008,11,1
Hennepin,12,2008,14,1
Hennepin,4,2008,13,15-24
Hennepin,8,2008,10,15-24
Hennepin,1,2008,13,25-34
Hennepin,3,2008,13,25-34
Hennepin,4,2008,10,25-34
Hennepin,5,2008,14,25-34
Hennepin,6,2008,11,25-34
Hennepin,7,2008,13,25-34
Hennepin,8,2008,10,25-34
Hennepin,9,2008,10,25-34
Dakota,7,2008,10,35-44
Hennepin,1,2008,12,35-44
Hennepin,2,2008,20,35-44
Hennepin,3,2008,15,35-44
Hennepin,4,2008,18,35-44
Hennepin,5,2008,22,35-44
Hennepin,6,2008,17,35-44
Hennepin,7,2008,17,35-44
Hennepin,8,2008,22,35-44
Hennepin,9,2008,15,35-44
Hennepin,10,2008,16,35-44
Hennepin,11,2008,17,35-44
Hennepin,12,2008,20,35-44
Ramsey,5,2008,10,35-44
Ramsey,11,2008,12,35-44
Ramsey,12,2008,13,35-44
Anoka,1,2008,12,45-54
Anoka,3,2008,15,45-54
Anoka,5,2008,15,45-54
Anoka,6,2008,12,45-54
Anoka,7,2008,15,45-54
Anoka,10,2008,22,45-54
Anoka,11,2008,18,45-54
Anoka,12,2008,12,45-54
Dakota,2,2008,11,45-54
Dakota,3,2008,10,45-54
Dakota,5,2008,11,45-54
Dakota,6,2008,18,45-54
