County,Month,Year,Deaths,AgeGroup
Blue Earth,7,2014,13,85+
Blue Earth,8,2014,19,85+
Blue Earth,9,2014,25,85+
Blue Earth,10,2014,17,85+
Blue Earth,11,2014,24,85+
Blue Earth,12,2014,16,85+
Brown,1,2014,17,85+
Brown,3,2014,13,85+
Brown,4,2014,11,85+
Brown,5,2014,16,85+
Brown,6,2014,15,85+
Brown,7,2014,13,85+
Brown,8,2014,20,85+
Brown,9,2014,11,85+
Brown,10,2014,21,85+
Brown,11,2014,12,85+
Brown,12,2014,17,85+
Carlton,1,2014,16,85+
Carlton,2,2014,11,85+
Carlton,3,2014,13,85+
Carlton,5,2014,12,85+
Carlton,6,2014,13,85+
Carlton,7,2014,16,85+
Carlton,8,2014,13,85+
Carlton,9,2014,13,85+
Carlton,11,2014,11,85+
Carlton,12,2014,13,85+
Carver,1,2014,11,85+
Carver,2,2014,13,85+
Carver,3,2014,18,85+
Carver,4,2014,16,85+
Carver,6,2014,16,85+
Carver,7,2014,10,85+
Carver,8,2014,19,85+
Carver,9,2014,13,85+
Carver,10,2014,11,85+
Carver,11,2014,16,85+
Carver,12,2014,15,85+
Cass,2,2014,17,85+
Cass,3,2014,12,85+
Cass,5,2014,10,85+
Cass,8,2014,13,85+
Cass,12,2014,13,85+
Chippewa,11,2014,10,85+
Chippewa,12,2014,11,85+
Chisago,1,2014,18,85+
Chisago,2,2014,16,85+
Chisago,3,2014,10,85+
Chisago,4,2014,11,85+
Chisago,5,2014,14,85+
Chisago,7,2014,16,85+
Chisago,8,2014,14,85+
Chisago,9,2014,16,85+
Chisago,10,2014,12,85+
Chisago,11,2014,11,85+
Chisago,12,2014,10,85+
Clay,1,2014,18,85+
Clay,2,2014,17,85+
Clay,3,2014,13,85+
Clay,4,2014,10,85+
Clay,5,2014,14,85+
Clay,6,2014,17,85+
Clay,7,2014,20,85+
Clay,9,2014,14,85+
Clay,10,2014,19,85+
Clay,11,2014,11,85+
Clay,12,2014,17,85+
Crow Wing,1,2014,23,85+
Crow Wing,2,2014,27,85+
Crow Wing,3,2014,13,85+
Crow Wing,4,2014,16,85+
Crow Wing,5,2014,11,85+
Crow Wing,6,2014,20,85+
Crow Wing,7,2014,14,85+
Crow Wing,8,2014,12,85+
Crow Wing,9,2014,16,85+
Crow Wing,10,2014,20,85+
Crow Wing,11,2014,18,85+
Crow Wing,12,2014,12,85+
Dakota,1,2014,83,85+
Dakota,2,2014,67,85+
Dakota,3,2014,68,85+
Dakota,4,2014,54,85+
Dakota,5,2014,72,85+
Dakota,6,2014,53,85+
Dakota,7,2014,62,85+
Dakota,8,2014,70,85+
Dakota,9,2014,66,85+
Dakota,10,2014,69,85+
Dakota,11,2014,82,85+
Dakota,12,2014,92,85+
Douglas,1,2014,13,85+
Douglas,2,2014,11,85+
Douglas,3,2014,16,85+
Douglas,4,2014,17,85+
Douglas,5,2014,13,85+
Douglas,6,2014,11,85+
Douglas,8,2014,15,85+
Douglas,9,2014,12,85+
Douglas,10,2014,16,85+
Douglas,11,2014,11,85+
Douglas,12,2014,15,85+
Faribault,3,2014,10,85+
Faribault,11,2014,10,85+
Fillmore,1,2014,10,85+
Fillmore,7,2014,16,85+
Fillmore,9,2014,13,85+
Fillmore,12,2014,14,85+
Freeborn,1,2014,12,85+
Freeborn,2,2014,16,85+
Freeborn,3,2014,16,85+
Freeborn,4,2014,12,85+
Freeborn,5,2014,13,85+
Freeborn,7,2014,18,85+
Freeborn,8,2014,12,85+
Freeborn,9,2014,12,85+
Freeborn,10,2014,19,85+
Freeborn,11,2014,16,85+
Freeborn,12,2014,21,85+
Goodhue,1,2014,23,85+
Goodhue,2,2014,17,85+
Goodhue,3,2014,17,85+
Goodhue,4,2014,19,85+
Goodhue,5,2014,13,85+
Goodhue,6,2014,18,85+
Goodhue,7,2014,18,85+
Goodhue,8,2014,13,85+
Goodhue,9,2014,13,85+
Goodhue,10,2014,14,85+
Goodhue,11,2014,13,85+
Goodhue,12,2014,21,85+
Hennepin,1,2014,260,85+
Hennepin,2,2014,245,85+
Hennepin,3,2014,265,85+
Hennepin,4,2014,241,85+
Hennepin,5,2014,301,85+
Hennepin,6,2014,235,85+
Hennepin,7,2014,243,85+
Hennepin,8,2014,233,85+
Hennepin,9,2014,238,85+
Hennepin,10,2014,243,85+
Hennepin,11,2014,294,85+
Hennepin,12,2014,330,85+
Houston,9,2014,11,85+
Houston,12,2014,11,85+
Isanti,1,2014,10,85+
Isanti,2,2014,11,85+
Isanti,3,2014,12,85+
Isanti,5,2014,13,85+
Isanti,9,2014,17,85+
Isanti,11,2014,10,85+
Isanti,12,2014,12,85+
Itasca,1,2014,21,85+
Itasca,2,2014,11,85+
Itasca,3,2014,17,85+
Itasca,4,2014,13,85+
Itasca,5,2014,11,85+
Itasca,6,2014,11,85+
Itasca,7,2014,12,85+
Itasca,8,2014,15,85+
Itasca,9,2014,22,85+
Itasca,10,2014,23,85+
Itasca,11,2014,12,85+
Itasca,12,2014,20,85+
Kandiyohi,1,2014,11,85+
Kandiyohi,2,2014,17,85+
Kandiyohi,4,2014,15,85+
Kandiyohi,5,2014,14,85+
Kandiyohi,6,2014,12,85+
Kandiyohi,7,2014,17,85+
Kandiyohi,8,2014,20,85+
Kandiyohi,9,2014,16,85+
Kandiyohi,10,2014,14,85+
Kandiyohi,11,2014,16,85+
Kandiyohi,12,2014,23,85+
Lake,12,2014,10,85+
Le Sueur,3,2014,10,85+
Le Sueur,4,2014,10,85+
Le Sueur,8,2014,10,85+
Le Sueur,10,2014,13,85+
Le Sueur,12,2014,11,85+
Lyon,6,2014,12,85+
Lyon,9,2014,10,85+
Lyon,12,2014,15,85+
McLeod,1,2014,16,85+
McLeod,2,2014,11,85+
McLeod,3,2014,12,85+
McLeod,4,2014,10,85+
McLeod,5,2014,10,85+
McLeod,8,2014,12,85+
McLeod,10,2014,17,85+
McLeod,11,2014,18,85+
McLeod,12,2014,14,85+
Martin,1,2014,13,85+
Martin,3,2014,12,85+
Martin,4,2014,12,85+
Martin,5,2014,13,85+
Martin,9,2014,13,85+
Martin,10,2014,12,85+
Martin,11,2014,12,85+
Martin,12,2014,14,85+
Meeker,2,2014,11,85+
Meeker,3,2014,11,85+
Meeker,7,2014,12,85+
Meeker,8,2014,10,85+
Meeker,12,2014,16,85+
Mille Lacs,1,2014,11,85+
Mille Lacs,3,2014,10,85+
Mille Lacs,10,2014,10,85+
Mille Lacs,12,2014,10,85+
Morrison,2,2014,11,85+
Morrison,3,2014,10,85+
Morrison,5,2014,14,85+
Morrison,8,2014,11,85+
Morrison,9,2014,11,85+
Morrison,10,2014,14,85+
Morrison,12,2014,13,85+
Mower,1,2014,13,85+
Mower,2,2014,13,85+
Mower,3,2014,15,85+
Mower,4,2014,15,85+
Mower,5,2014,18,85+
Mower,8,2014,13,85+
Mower,9,2014,12,85+
Mower,10,2014,12,85+
Mower,11,2014,19,85+
Mower,12,2014,13,85+
Nicollet,3,2014,10,85+
Nobles,1,2014,11,85+
Nobles,4,2014,11,85+
Nobles,10,2014,12,85+
Nobles,12,2014,12,85+
Olmsted,1,2014,37,85+
Olmsted,2,2014,39,85+
Olmsted,3,2014,45,85+
Olmsted,4,2014,54,85+
Olmsted,5,2014,33,85+
Olmsted,6,2014,32,85+
Olmsted,7,2014,32,85+
Olmsted,8,2014,26,85+
Olmsted,9,2014,33,85+
Olmsted,10,2014,38,85+
Olmsted,11,2014,29,85+
Olmsted,12,2014,41,85+
Otter Tail,1,2014,27,85+
Otter Tail,2,2014,17,85+
Otter Tail,3,2014,35,85+
Otter Tail,4,2014,17,85+
Otter Tail,5,2014,30,85+
Otter Tail,6,2014,28,85+
Otter Tail,7,2014,20,85+
Otter Tail,8,2014,17,85+
Otter Tail,9,2014,24,85+
Otter Tail,10,2014,27,85+
Otter Tail,11,2014,26,85+
Otter Tail,12,2014,23,85+
Pine,10,2014,10,85+
Polk,1,2014,17,85+
Polk,2,2014,10,85+
Polk,3,2014,13,85+
Polk,6,2014,12,85+
Polk,7,2014,11,85+
Polk,8,2014,12,85+
Polk,9,2014,12,85+
Polk,10,2014,12,85+
Polk,11,2014,10,85+
Polk,12,2014,10,85+
Ramsey,1,2014,145,85+
Ramsey,2,2014,117,85+
Ramsey,3,2014,143,85+
Ramsey,4,2014,119,85+
Ramsey,5,2014,118,85+
Ramsey,6,2014,115,85+
Ramsey,7,2014,122,85+
Ramsey,8,2014,121,85+
Ramsey,9,2014,134,85+
Ramsey,10,2014,139,85+
Ramsey,11,2014,110,85+
Ramsey,12,2014,141,85+
Redwood,7,2014,10,85+
Redwood,8,2014,10,85+
Redwood,9,2014,10,85+
Renville,7,2014,13,85+
Rice,1,2014,15,85+
Rice,2,2014,16,85+
Rice,3,2014,12,85+
Rice,4,2014,11,85+
Rice,5,2014,21,85+
Rice,6,2014,16,85+
Rice,7,2014,17,85+
Rice,8,2014,21,85+
Rice,9,2014,20,85+
Rice,10,2014,17,85+
Rice,11,2014,15,85+
Rice,12,2014,22,85+
St. Louis,1,2014,62,85+
St. Louis,2,2014,61,85+
St. Louis,3,2014,79,85+
St. Louis,4,2014,62,85+
St. Louis,5,2014,74,85+
St. Louis,6,2014,59,85+
St. Louis,7,2014,61,85+
St. Louis,8,2014,59,85+
St. Louis,9,2014,48,85+
St. Louis,10,2014,62,85+
St. Louis,11,2014,63,85+
St. Louis,12,2014,87,85+
Scott,1,2014,20,85+
Scott,3,2014,23,85+
Scott,4,2014,13,85+
Scott,5,2014,13,85+
Scott,6,2014,19,85+
Scott,7,2014,18,85+
Scott,8,2014,19,85+
Scott,9,2014,15,85+
Scott,10,2014,19,85+
Scott,11,2014,12,85+
Scott,12,2014,23,85+
Sherburne,1,2014,11,85+
Sherburne,3,2014,17,85+
Sherburne,4,2014,11,85+
Sherburne,5,2014,17,85+
Sherburne,8,2014,16,85+
Sherburne,10,2014,14,85+
Sherburne,11,2014,11,85+
Sherburne,12,2014,13,85+
Sibley,1,2014,13,85+
Sibley,5,2014,10,85+
Sibley,11,2014,11,85+
Stearns,1,2014,36,85+
Stearns,2,2014,30,85+
Stearns,3,2014,22,85+
Stearns,4,2014,19,85+
Stearns,5,2014,24,85+
Stearns,6,2014,32,85+
Stearns,7,2014,29,85+
Stearns,8,2014,23,85+
Stearns,9,2014,26,85+
Stearns,10,2014,36,85+
Stearns,11,2014,35,85+
Stearns,12,2014,33,85+
Steele,1,2014,11,85+
Steele,2,2014,14,85+
Steele,3,2014,15,85+
Steele,4,2014,14,85+
Steele,5,2014,11,85+
Steele,7,2014,13,85+
Steele,8,2014,10,85+
Steele,10,2014,15,85+
Steele,11,2014,26,85+
Steele,12,2014,12,85+
Swift,3,2014,10,85+
Swift,10,2014,10,85+
Todd,8,2014,11,85+
Wabasha,3,2014,11,85+
Wabasha,4,2014,10,85+
Wabasha,12,2014,10,85+
Washington,1,2014,32,85+
Washington,2,2014,48,85+
Washington,3,2014,45,85+
Washington,4,2014,52,85+
Washington,5,2014,44,85+
Washington,6,2014,50,85+
Washington,7,2014,40,85+
Washington,8,2014,40,85+
Washington,9,2014,51,85+
Washington,10,2014,38,85+
Washington,11,2014,57,85+
Washington,12,2014,53,85+
Winona,1,2014,15,85+
Winona,2,2014,11,85+
Winona,3,2014,14,85+
Winona,4,2014,18,85+
Winona,5,2014,11,85+
Winona,7,2014,14,85+
Winona,10,2014,11,85+
Winona,11,2014,10,85+
Winona,12,2014,20,85+
Wright,1,2014,24,85+
Wright,2,2014,19,85+
Wright,3,2014,22,85+
Wright,4,2014,23,85+
Wright,5,2014,15,85+
Wright,6,2014,15,85+
Wright,7,2014,24,85+
Wright,8,2014,11,85+
Wright,9,2014,20,85+
Wright,10,2014,28,85+
Wright,11,2014,23,85+
Wright,12,2014,24,85+
Hennepin,4,2015,12,1
Hennepin,5,2015,14,1
Hennepin,12,2015,11,1
Hennepin,3,2015,12,15-24
Hennepin,7,2015,10,15-24
Hennepin,9,2015,14,15-24
Hennepin,1,2015,13,25-34
Hennepin,3,2015,13,25-34
Hennepin,5,2015,14,25-34
Hennepin,7,2015,14,25-34
Hennepin,8,2015,16,25-34
Hennepin,9,2015,13,25-34
Hennepin,10,2015,13,25-34
Hennepin,12,2015,12,25-34
Ramsey,5,2015,10,25-34
Ramsey,11,2015,11,25-34
Hennepin,1,2015,15,35-44
Hennepin,3,2015,16,35-44
Hennepin,4,2015,11,35-44
Hennepin,5,2015,20,35-44
Hennepin,6,2015,11,35-44
Hennepin,7,2015,17,35-44
Hennepin,8,2015,15,35-44
Hennepin,9,2015,14,35-44
Hennepin,10,2015,12,35-44
Hennepin,11,2015,11,35-44
Hennepin,12,2015,16,35-44
Ramsey,2,2015,13,35-44
Ramsey,7,2015,10,35-44
Ramsey,10,2015,10,35-44
Anoka,1,2015,11,45-54
Anoka,3,2015,10,45-54
Anoka,4,2015,12,45-54
Anoka,5,2015,10,45-54
Anoka,6,2015,16,45-54
Anoka,8,2015,16,45-54
Anoka,11,2015,14,45-54
Anoka,12,2015,13,45-54
Dakota,1,2015,10,45-54
Dakota,2,2015,13,45-54
Dakota,3,2015,12,45-54
Dakota,5,2015,12,45-54
Dakota,6,2015,10,45-54
Dakota,7,2015,11,45-54
Dakota,8,2015,13,45-54
Dakota,9,2015,10,45-54
Dakota,11,2015,13,45-54
Hennepin,1,2015,55,45-54
Hennepin,2,2015,40,45-54
Hennepin,3,2015,58,45-54
Hennepin,4,2015,36,45-54
Hennepin,5,2015,44,45-54
Hennepin,6,2015,30,45-54
Hennepin,7,2015,55,45-54
Hennepin,8,2015,33,45-54
Hennepin,9,2015,42,45-54
Hennepin,10,2015,48,45-54
Hennepin,11,2015,34,45-54
Hennepin,12,2015,42,45-54
Ramsey,1,2015,17,45-54
Ramsey,2,2015,15,45-54
Ramsey,3,2015,18,45-54
Ramsey,4,2015,24,45-54
Ramsey,5,2015,16,45-54
Ramsey,6,2015,21,45-54
Ramsey,7,2015,26,45-54
Ramsey,8,2015,15,45-54
Ramsey,9,2015,20,45-54
Ramsey,10,2015,22,45-54
Ramsey,11,2015,16,45-54
Ramsey,12,2015,23,45-54
St. Louis,2,2015,10,45-54
St. Louis,4,2015,12,45-54
St. Louis,5,2015,10,45-54
St. Louis,8,2015,18,45-54
St. Louis,9,2015,12,45-54
St. Louis,10,2015,13,45-54
St. Louis,11,2015,11,45-54
Washington,4,2015,10,45-54
Anoka,1,2015,32,55-64
Anoka,2,2015,20,55-64
Anoka,3,2015,29,55-64
Anoka,4,2015,18,55-64
Anoka,5,2015,26,55-64
Anoka,6,2015,22,55-64
Anoka,7,2015,35,55-64
Anoka,8,2015,18,55-64
Anoka,9,2015,23,55-64
Anoka,10,2015,22,55-64
Anoka,11,2015,17,55-64
Anoka,12,2015,25,55-64
Carver,8,2015,11,55-64
Dakota,1,2015,27,55-64
Dakota,2,2015,19,55-64
Dakota,3,2015,27,55-64
Dakota,4,2015,23,55-64
Dakota,5,2015,25,55-64
Dakota,6,2015,23,55-64
Dakota,7,2015,24,55-64
Dakota,8,2015,34,55-64
Dakota,9,2015,24,55-64
Dakota,10,2015,26,55-64
Dakota,11,2015,17,55-64
Dakota,12,2015,17,55-64
Hennepin,1,2015,101,55-64
Hennepin,2,2015,84,55-64
Hennepin,3,2015,90,55-64
Hennepin,4,2015,90,55-64
Hennepin,5,2015,78,55-64
Hennepin,6,2015,78,55-64
Hennepin,7,2015,68,55-64
Hennepin,8,2015,83,55-64
Hennepin,9,2015,89,55-64
Hennepin,10,2015,90,55-64
Hennepin,11,2015,96,55-64
Hennepin,12,2015,89,55-64
Olmsted,5,2015,12,55-64
Olmsted,8,2015,13,55-64
Olmsted,10,2015,15,55-64
Olmsted,11,2015,10,55-64
Otter Tail,5,2015,10,55-64
Ramsey,1,2015,45,55-64
Ramsey,2,2015,47,55-64
Ramsey,3,2015,34,55-64
Ramsey,4,2015,35,55-64
Ramsey,5,2015,41,55-64
Ramsey,6,2015,32,55-64
Ramsey,7,2015,38,55-64
Ramsey,8,2015,36,55-64
Ramsey,9,2015,29,55-64
Ramsey,10,2015,45,55-64
Ramsey,11,2015,37,55-64
Ramsey,12,2015,40,55-64
St. Louis,1,2015,24,55-64
St. Louis,2,2015,18,55-64
St. Louis,3,2015,19,55-64
St. Louis,4,2015,22,55-64
St. Louis,5,2015,24,55-64
St. Louis,6,2015,19,55-64
St. Louis,7,2015,18,55-64
St. Louis,8,2015,21,55-64
St. Louis,9,2015,19,55-64
St. Louis,10,2015,30,55-64
St. Louis,11,2015,25,55-64
St. Louis,12,2015,21,55-64
Scott,12,2015,10,55-64
Sherburne,4,2015,10,55-64
Stearns,2,2015,13,55-64
Stearns,3,2015,10,55-64
Stearns,8,2015,14,55-64
Stearns,9,2015,14,55-64
Stearns,11,2015,11,55-64
Washington,1,2015,13,55-64
Washington,3,2015,10,55-64
Washington,4,2015,11,55-64
Washington,5,2015,12,55-64
Washington,6,2015,14,55-64
Washington,7,2015,12,55-64
Washington,8,2015,26,55-64
Washington,9,2015,18,55-64
Washington,10,2015,16,55-64
Washington,11,2015,14,55-64
Washington,12,2015,13,55-64
Winona,4,2015,10,55-64
Anoka,1,2015,33,65-74
Anoka,2,2015,31,65-74
Anoka,3,2015,45,65-74
Anoka,4,2015,25,65-74
Anoka,5,2015,27,65-74
Anoka,6,2015,34,65-74
Anoka,7,2015,31,65-74
Anoka,8,2015,29,65-74
Anoka,9,2015,33,65-74
Anoka,10,2015,30,65-74
Anoka,11,2015,28,65-74
Anoka,12,2015,44,65-74
Becker,10,2015,10,65-74
Beltrami,5,2015,10,65-74
Beltrami,6,2015,10,65-74
Beltrami,11,2015,11,65-74
Chisago,6,2015,10,65-74
Clay,2,2015,10,65-74
Clay,4,2015,10,65-74
Clay,6,2015,10,65-74
Crow Wing,1,2015,10,65-74
Crow Wing,3,2015,10,65-74
Crow Wing,5,2015,15,65-74
Crow Wing,7,2015,13,65-74
Crow Wing,9,2015,11,65-74
Crow Wing,11,2015,14,65-74
Crow Wing,12,2015,13,65-74
Dakota,1,2015,41,65-74
Dakota,2,2015,39,65-74
Dakota,3,2015,38,65-74
Dakota,4,2015,32,65-74
Dakota,5,2015,35,65-74
Dakota,6,2015,33,65-74
Dakota,7,2015,27,65-74
Dakota,8,2015,37,65-74
Dakota,9,2015,33,65-74
Dakota,10,2015,38,65-74
Dakota,11,2015,38,65-74
Dakota,12,2015,36,65-74
Douglas,1,2015,10,65-74
Douglas,11,2015,10,65-74
Freeborn,5,2015,10,65-74
Freeborn,12,2015,10,65-74
Hennepin,1,2015,123,65-74
Hennepin,2,2015,107,65-74
Hennepin,3,2015,108,65-74
Hennepin,4,2015,106,65-74
Hennepin,5,2015,115,65-74
Hennepin,6,2015,112,65-74
Hennepin,7,2015,102,65-74
Hennepin,8,2015,95,65-74
Hennepin,9,2015,111,65-74
Hennepin,10,2015,108,65-74
Hennepin,11,2015,106,65-74
Hennepin,12,2015,113,65-74
Itasca,2,2015,14,65-74
Itasca,3,2015,10,65-74
Itasca,5,2015,13,65-74
Itasca,7,2015,12,65-74
Itasca,8,2015,11,65-74
McLeod,9,2015,10,65-74
Mower,4,2015,11,65-74
Olmsted,1,2015,13,65-74
Olmsted,2,2015,12,65-74
Olmsted,3,2015,14,65-74
Olmsted,4,2015,10,65-74
Olmsted,6,2015,11,65-74
Olmsted,7,2015,10,65-74
Olmsted,8,2015,13,65-74
Olmsted,10,2015,19,65-74
Olmsted,11,2015,16,65-74
Olmsted,12,2015,16,65-74
Otter Tail,1,2015,14,65-74
Otter Tail,3,2015,10,65-74
Otter Tail,5,2015,12,65-74
Otter Tail,8,2015,12,65-74
Otter Tail,9,2015,13,65-74
Otter Tail,12,2015,10,65-74
Ramsey,1,2015,52,65-74
Ramsey,2,2015,46,65-74
Ramsey,3,2015,62,65-74
Ramsey,4,2015,64,65-74
Ramsey,5,2015,55,65-74
Ramsey,6,2015,51,65-74
Ramsey,7,2015,51,65-74
Ramsey,8,2015,61,65-74
Ramsey,9,2015,49,65-74
Ramsey,10,2015,58,65-74
Ramsey,11,2015,52,65-74
Ramsey,12,2015,54,65-74
Rice,1,2015,10,65-74
Rice,3,2015,10,65-74
St. Louis,1,2015,38,65-74
St. Louis,2,2015,24,65-74
St. Louis,3,2015,27,65-74
St. Louis,4,2015,33,65-74
St. Louis,5,2015,31,65-74
St. Louis,6,2015,24,65-74
St. Louis,7,2015,33,65-74
St. Louis,8,2015,22,65-74
St. Louis,9,2015,30,65-74
St. Louis,10,2015,39,65-74
St. Louis,11,2015,34,65-74
St. Louis,12,2015,36,65-74
Scott,1,2015,10,65-74
Scott,2,2015,14,65-74
Scott,4,2015,12,65-74
Scott,5,2015,15,65-74
Scott,6,2015,11,65-74
Scott,7,2015,10,65-74
Scott,9,2015,13,65-74
Scott,10,2015,12,65-74
Scott,12,2015,10,65-74
Sherburne,1,2015,12,65-74
Sherburne,9,2015,10,65-74
Sherburne,11,2015,10,65-74
Stearns,1,2015,17,65-74
Stearns,2,2015,10,65-74
Stearns,3,2015,12,65-74
Stearns,4,2015,12,65-74
Stearns,6,2015,14,65-74
Stearns,7,2015,11,65-74
Stearns,8,2015,14,65-74
Stearns,9,2015,15,65-74
Stearns,10,2015,11,65-74
Stearns,11,2015,14,65-74
Stearns,12,2015,14,65-74
Washington,1,2015,21,65-74
Washington,2,2015,21,65-74
Washington,3,2015,23,65-74
Washington,4,2015,26,65-74
Washington,5,2015,25,65-74
Washington,6,2015,26,65-74
Washington,7,2015,15,65-74
Washington,8,2015,17,65-74
Washington,9,2015,30,65-74
Washington,10,2015,27,65-74
Washington,11,2015,23,65-74
Washington,12,2015,30,65-74
Wright,1,2015,13,65-74
Wright,2,2015,10,65-74
Wright,3,2015,11,65-74
Wright,4,2015,10,65-74
Wright,5,2015,12,65-74
Wright,8,2015,11,65-74
Wright,9,2015,16,65-74
Wright,10,2015,13,65-74
Wright,11,2015,12,65-74
Wright,12,2015,13,65-74
Anoka,1,2015,45,75-84
Anoka,2,2015,42,75-84
Anoka,3,2015,51,75-84
Anoka,4,2015,53,75-84
Anoka,5,2015,43,75-84
Anoka,6,2015,36,75-84
Anoka,7,2015,31,75-84
Anoka,8,2015,39,75-84
Anoka,9,2015,29,75-84
Anoka,10,2015,45,75-84
Anoka,11,2015,34,75-84
Anoka,12,2015,42,75-84
Becker,6,2015,10,75-84
Becker,10,2015,10,75-84
Beltrami,2,2015,10,75-84
Beltrami,3,2015,12,75-84
Beltrami,9,2015,11,75-84
Beltrami,11,2015,11,75-84
Benton,4,2015,12,75-84
Benton,8,2015,10,75-84
Benton,12,2015,13,75-84
Blue Earth,3,2015,11,75-84
Blue Earth,6,2015,13,75-84
Blue Earth,8,2015,13,75-84
Blue Earth,10,2015,10,75-84
Brown,4,2015,12,75-84
Carlton,7,2015,10,75-84
Carver,2,2015,10,75-84
Carver,3,2015,10,75-84
Carver,4,2015,11,75-84
Carver,8,2015,10,75-84
Carver,9,2015,10,75-84
Cass,10,2015,10,75-84
Chisago,1,2015,14,75-84
Chisago,3,2015,11,75-84
Chisago,4,2015,12,75-84
Chisago,5,2015,11,75-84
Chisago,6,2015,10,75-84
Chisago,11,2015,13,75-84
Clay,2,2015,10,75-84
Clay,4,2015,12,75-84
Clay,7,2015,11,75-84
Clay,9,2015,15,75-84
Crow Wing,1,2015,21,75-84
Crow Wing,2,2015,11,75-84
Crow Wing,3,2015,17,75-84
Crow Wing,4,2015,24,75-84
Crow Wing,5,2015,14,75-84
Crow Wing,7,2015,14,75-84
Crow Wing,8,2015,10,75-84
Crow Wing,9,2015,10,75-84
Crow Wing,10,2015,12,75-84
Crow Wing,11,2015,14,75-84
Crow Wing,12,2015,12,75-84
Dakota,1,2015,61,75-84
Dakota,2,2015,41,75-84
Dakota,3,2015,39,75-84
Dakota,4,2015,40,75-84
Dakota,5,2015,48,75-84
Dakota,6,2015,42,75-84
Dakota,7,2015,42,75-84
Dakota,8,2015,45,75-84
Dakota,9,2015,54,75-84
Dakota,10,2015,40,75-84
Dakota,11,2015,45,75-84
Dakota,12,2015,54,75-84
Douglas,1,2015,12,75-84
Douglas,3,2015,11,75-84
Douglas,8,2015,14,75-84
Douglas,10,2015,11,75-84
Fillmore,3,2015,10,75-84
Freeborn,1,2015,13,75-84
Freeborn,2,2015,11,75-84
Freeborn,3,2015,10,75-84
Freeborn,6,2015,10,75-84
Freeborn,7,2015,12,75-84
Goodhue,1,2015,12,75-84
Goodhue,2,2015,15,75-84
Goodhue,4,2015,12,75-84
Hennepin,1,2015,166,75-84
Hennepin,2,2015,138,75-84
Hennepin,3,2015,178,75-84
Hennepin,4,2015,139,75-84
Hennepin,5,2015,145,75-84
Hennepin,6,2015,144,75-84
Hennepin,7,2015,152,75-84
Hennepin,8,2015,141,75-84
Hennepin,9,2015,119,75-84
Hennepin,10,2015,147,75-84
Hennepin,11,2015,161,75-84
Hennepin,12,2015,159,75-84
Itasca,3,2015,11,75-84
Itasca,4,2015,15,75-84
Itasca,5,2015,14,75-84
Itasca,7,2015,15,75-84
Itasca,9,2015,15,75-84
Itasca,10,2015,12,75-84
Itasca,12,2015,14,75-84
Kandiyohi,1,2015,11,75-84
Kandiyohi,7,2015,13,75-84
Kandiyohi,11,2015,13,75-84
McLeod,1,2015,10,75-84
McLeod,2,2015,11,75-84
McLeod,7,2015,10,75-84
McLeod,12,2015,10,75-84
Meeker,5,2015,11,75-84
Mille Lacs,2,2015,10,75-84
Morrison,2,2015,10,75-84
Morrison,5,2015,12,75-84
Morrison,12,2015,10,75-84
Olmsted,1,2015,23,75-84
Olmsted,2,2015,12,75-84
Olmsted,3,2015,30,75-84
Olmsted,4,2015,21,75-84
Olmsted,5,2015,14,75-84
Olmsted,6,2015,21,75-84
Olmsted,7,2015,18,75-84
Olmsted,8,2015,23,75-84
Olmsted,9,2015,14,75-84
Olmsted,10,2015,25,75-84
Olmsted,11,2015,18,75-84
Olmsted,12,2015,18,75-84
Otter Tail,1,2015,12,75-84
Otter Tail,2,2015,21,75-84
Otter Tail,3,2015,17,75-84
Otter Tail,4,2015,13,75-84
Otter Tail,5,2015,12,75-84
Otter Tail,7,2015,14,75-84
Otter Tail,8,2015,12,75-84
Otter Tail,9,2015,15,75-84
Otter Tail,10,2015,15,75-84
Otter Tail,11,2015,16,75-84
Otter Tail,12,2015,15,75-84
Pine,11,2015,10,75-84
Polk,1,2015,12,75-84
Ramsey,1,2015,78,75-84
Ramsey,2,2015,78,75-84
Ramsey,3,2015,87,75-84
Ramsey,4,2015,95,75-84
Ramsey,5,2015,57,75-84
Ramsey,6,2015,76,75-84
Ramsey,7,2015,70,75-84
Ramsey,8,2015,62,75-84
Ramsey,9,2015,67,75-84
Ramsey,10,2015,75,75-84
Ramsey,11,2015,65,75-84
Ramsey,12,2015,77,75-84
Rice,2,2015,14,75-84
Rice,4,2015,12,75-84
Rice,5,2015,13,75-84
Rice,11,2015,11,75-84
Rice,12,2015,11,75-84
St. Louis,1,2015,48,75-84
St. Louis,2,2015,30,75-84
St. Louis,3,2015,52,75-84
St. Louis,4,2015,43,75-84
St. Louis,5,2015,41,75-84
St. Louis,6,2015,31,75-84
St. Louis,7,2015,42,75-84
St. Louis,8,2015,33,75-84
St. Louis,9,2015,33,75-84
St. Louis,10,2015,44,75-84
St. Louis,11,2015,32,75-84
St. Louis,12,2015,36,75-84
Scott,1,2015,16,75-84
Scott,2,2015,13,75-84
Scott,3,2015,11,75-84
Scott,4,2015,10,75-84
Scott,5,2015,11,75-84
Scott,6,2015,15,75-84
Scott,7,2015,10,75-84
Scott,8,2015,16,75-84
Scott,9,2015,15,75-84
Scott,10,2015,16,75-84
Scott,11,2015,13,75-84
Scott,12,2015,18,75-84
Sherburne,3,2015,14,75-84
